Title,Summary,Cosine Similarity
"Lembu Dipasang Ring Usai Kena Serangan Jantung, Masayu: Paniknya Kelihatan","Musisi Lembu Wiworo Jati dikabarkan mantan istrinya, Masayu Anastasia, sempat terkena serangan jantung. Ia yang bertanggung jawab saat dokter memberikan opsi terkait pengobatan Lembu. "" Lembu itu biasanya nyantai orangnya, tapi pada saat harus dipasang ring dia sepanik itu,"" katanya saat ditemui di Studio Trans TV, Tendean, Jakarta Selatan, kemarin. Masayu Anastasia mengatakan Lembu begitu takut saat terkena serangan jantung. Hal itu jarang terlihat ketika dulu ia bersama dalam mahligai pernikahan. "" Sampai kapan pun dia itu adalah ayah dari anak aku. Aku pun nggak akan tega, aku akan mengusahakan yang terbaik,"" tuturnya.",0.8982198
"Ammar Zoni Dituding Bohong Soal Bisnis Pala, Nyatanya Narkoba","Dalam sidang di Pengadilan Negeri Jakarta Barat awal bulan ini, Ammar Zoni didakwa dengan pasal Pasal 114 ayat 1 UU Narkotika dengan tuntutan 12 tahun penjara dan denda Rp 2 miliar. Jaksa Penuntut Umum (JPU) menyebut Ammar Zoni terlibat dalam bisnis peredaran gelap narkoba. Ammar Zoni diduga tidak melakukan bisnis ini sendiri melainkan bersama dengan Akri, rekannya, yang sudah ditangkap dan dituntut 10 tahun penjara oleh JPU. JPU Azam Akhmad Akhsya mengungkapkan adanya upaya dari pihak Ammar Zoni dan rekannya Akri untuk menyembunyikan fakta dan berbohong. Sebelumnya, Akri sempat menyebut punya bisnis pertanian biji pala yang dijalankan bersama Ammar Zoni. Namun kecurigaan muncul dari JPU yang kemudian menduga bahwa bisnis tersebut bohong belaka. Namun pada halaman 14 terdakwa justru mengakui bukti transfer dalam percakapan WA yang merupakan hasil bisnis, bukan hasil penjualan narkotika jenis sabu. Oleh karena itu keterangan terdakwa yang lainnya juga patut diragukan kebenarannya. Dua kata tersebut muncul dalam bukti percakapan WhatsApp. "" Di dalam percakapan WA antara saksi Akri dengan terdakwa (Ammar) tidak ada percakapan bisnis pala. Justru yang ada adalah pembahasan bahasa sandi ikan dan sayur. Terdapat beberapa fakta dalam nota pembelaan yang tidak sesuai dengan fakta. Di antaranya, penasehat hukum menyampaikan bahwa, fakta, terdakwa memberikan uang sebesar Rp 1,2 juta kepada saksi Akri untuk mendapatkan sabu dengan berat 5 gram. Itu menjadi pertanyaan kita dalam replik. Ikan dan sayur itu kita pertegas lagi kepada Akri maksudnya apa. ( Katanya kan bisnis pala, tapi ngomongnya kok ikan dan sayur,"" kata Azam ditemui usai sidang.",0.18114948
Joe Taslim Utamakan Keamanan dan Kenyamanan Keluarga,"Sebagai seorang aktor yang kini kariernya sudah tidak diragukan lagi, Joe Taslim memang tidak mau salah pilih dalam segala urusan. Ia mengatakan lebih mengutamakan keamanan dan kenyamanan keluarganya saat berada di rumah. ""Bagi saya kenyamanan dan keamanan anggota keluarga di rumah menjadi prioritas, apalagi saya memiliki anak-anak yang tengah tumbuh dan berkembang. Karenanya untuk pemilihan cat dinding pun sangat saya perhatikan, salah satunya dengan melakukan uji kualitas langsung di acara mural ini, untuk membuktikan sendiri kekuatan dan ketahanan cat dari Sunguard All-In-One"", ujar Joe Taslim sebagai Brand Ambassador Sunguard All-In-One saat ditemui di kawasan Jakarta, kemarin. Sehingga sangat disayangkan jika salah memilih cat eksterior. Jadi lebih irit dan efisien,"" tambah Mely.",0.74854296
Verrell Bramasta dan Athalla Minta Venna Melinda Tak Cepat Cari Pasangan,"Venna Melinda baru saja merayakan ulang tahunnya yang ke-52. Kemudian, Athalla Naufal menyusul datang ke pesta perayaan ulang tahun Venna Melinda dan langsung memberikan kado juga bagi ibundanya. Senang banget karena tahun lalu lumayan berat ujian buat aku,"" kata Venna Melinda saat ditemui di kawasan Brawijaya, Jakarta Selatan, Senin 29 Juli 2024 malam. Selain itu, ia juga memberikan hijab dan tas mewah untuk sang ibunda. ""Mama sendiri adalah sosok inspirasi juga buat saya Dia adalah wanita yang independen yang staff bahwa apapun yang mau melakukan itu harus harus bisa berhasil dan itu juga yang dididik ke saya,"" ucap Verrell Bramasta. Lebih lanjut, Verrell Bramasta menitipkan pada ibundanya untuk tidak lagi buru-buru mencari pasangan. "" Inginnya sih kalau ada pasangan lagi udah menjadi teman hidup dan teman ibadah Mama sampai nanti aja menjemput,"" sambungnya. Dalam kesempatan yang sama di hari ulang tahunnya, Venna Melinda meluncurkan clothing line terbaru yang diberi nama TRES. "" TRES memiliki arti tiga dalam bahasa Spanyol yang artinya bisnis ini digagas oleh tiga orang, yaitu Venna Melinda beserta Heni Tania dan Rekha Lena. Koleksi TRES tidak hanya menjadi simbol dari kolaborasi kreatif tetapi juga mengusung semangat nasionalisme melalui desain yang terinspirasi dari kekayaan budaya Nusantara.",0.15336847
Jeje Govinda Tak Tinggalkan Musik Meski Niat Maju Bupati Bandung Barat,"Musisi Jeje Govinda berniat maju mencalonkan Bupati Bandung Barat. Meski begitu, suami Syahnaz Sadiqah tersebut menyatakan tak akan meninggalkan dunia yang telah membesarkan namanya. Kita harus punya manajemen waktu agar bisa manajemen waktu yang baik. Artinya saya sama Govinda di titik ini udah pencapai luar biasa,"" katanya saat ditemui di kawasan Kemang, Jakarta Selatan, kemarin. Di antara kita berempat alhamdulillah Jeje dipercaya untuk kontes berpolitik. Kita berpikir Jeje akan fokus di sana, tapi kita bersyukur bahwa ada satu dari Govinda yang bisa dipercaya partai besar untuk mempimpin politik di kemudian hari. Kalau dulu kan RI sekarang di daerah,"" katanya. "" Harus yakin, kegagalan itu bukan akhir dari segalanya mungkin awal dari sesuatu yang lebih baik,"" pungkasnya.",0.7694322
Sah! Dustin Tiffani Menikah dengan Ditha Rizky Amalia,"Komedian Dustin Tiffani menggelar pernikahan dengan Ditha Rizky Amalia. Akad nikah ditayangkan secara langsung di akun YouTube pribadinya. Dalam siaran langsung tersebut, ijab kabul dimulai pada pukul 09.00 WIB. Proses ijab kabul digelar dengan Dustin Tiffani berhadapan dengan ayah Ditha Rizky, Diki Sofyar, dengan didampingi penghulu serta para saksi. Sebab sebelumnya ia terlihat gugup dan sempat batuk-batuk. Saya terima nikahnya Ditha Rizky Amalia binti Diki Sofyar dengan maskawin tersebut dibayar tunai,"" sahut Dustin Tiffani. Setelahnya, Dustin Tiffani menjemput Ditha Rizky yang kini sudah menjadi istrinya untuk naik ke pelaminan. Dengan bangganya, ia memamerkan istrinya pada tamu-tamu undangan yang hadir. """,0.79405934
Rafael Tan Ingin Jalani Karier Jadi Duta Seblak dan SMASH Berbarengan,"Artis Rafael Tan belakangan sibuk menjadi content creator seblak. Bahkan ia juga mengembangkan usaha UMKM di bidang kuliner. Lantas ia disinggung bagaimana penghasilannya saat ini. Lebih besar jualan seblak atau dari boyband SMASH? "" Kalau spesifiknya per bulan ya beda-beda. Waktu di SMASH jobnya di dunia entertainment saja, sekarang aku bikin usaha ada seblak di rumah, jadi ada dua penghasilanlah,"" kata Rafael Tan ditemui di Studio Trans TV, kemarin. Kau dulu jalan bareng-bareng bertujuh, kalau sekarang memang semua sendiri, mikirin ini, konsepin ini, semua sendiri, jadi agak lebih riweh gitu sekarang. Rafael juga merasa menjadi personel boyband dan tukang seblak sama-sama memiliki kenikmatan tersendiri. Tapi ia berusaha menjaga silaturahmi dengan personel SMASH lainnya. "" Sekarang juga jalan, cuman kalau misalkan sekarang sendiri anaknya ya sudah nggak usah ada persetujuan dari member lain. Kalau dari member juga serunya kan di situ tukar pikiran, beradu argumen itu semakin dekat lagi,"" ungkapnya.",0.27593553
Respons Halda Rianta Usai Bikin Orang Terhanyut Karena Dekat dengan Jirayut,"Content creator Halda Rianta dan pedangdut Jirayut kini sedang ramai menjadi perbincangan warganet. ""Bukan cuma itu saja, kita juga kan membawa kebahagiaan sama orang, itu yang buat kita happy,"" timpal Jirayut. Saat ditanya apakah keduanya tengah benar-benar menjalin hubungan asmara, mereka memiliki jawaban sendiri terkait hal tersebut. "" Ramainya orang yang menjodohkan mereka membuat banyak akun fanbase bertebaran. Yang paling banyak Hanyut ya, jadi pada Hanyut semua. Menyoal apakah hubungan ini akan dilanjutkan ke jenjang pernikahan nanti, keduanya belum memikirkan ke arah sana. "" Lihat saja entar ke depannya,"" sahut Halda.",0.90192366
DNineteen Rilis Single Terbaru Bukannya Aku Takut,"Setelah sukses merilis single Aku Ini Siapa, Band DNineteen kembali dengan single terbaru mereka, Bukannya Aku Takut. Band yang terdiri dari Jordan (vokalis), Yudha (gitaris ritem), Edi (drummer), Seva (bass), dan Steven (gitaris utama) ini baru saja menyelesaikan penggarapan video klip untuk single tersebut. Namun, kali ini DNineteen membawa sesuatu yang berbeda dengan menggandeng Joe Juliette, penyanyi asli lagu tersebut, untuk berduet bersama Jordan. Kami sangat berterima kasih karena penyanyi aslinya, Bang Joe Juliette, berkenan untuk tampil bersama DNineteen dan memberikan banyak masukan serta bimbingan selama proses penggarapan single Bukannya Aku Takut ini,"" ungkap Jordan. Konsep video klip Bukannya Aku Takut menggabungkan alur cerita dan performa yang sederhana namun memanjakan secara audio visual. "" Kami berharap single ini bisa diterima oleh pecinta musik Indonesia, dan kami dapat terus berkarya untuk musik Indonesia,"" pungkas para personil DNineteen dengan kompak.",0.42714944
Pembelaan Yudha Arfandi Usai Tamara Tyasmara Berikan Kesaksian,"Artis Tamara Tyasmara selesai memberikan kesaksian selama lebih dari tiga jam. Yudha Arfandi turut diminta majelis hakim untuk menanggapi dari kesaksian bintang film Hantu Nancy tersebut. Salah satu bantahan Yudha terkait dirinya dituduh melakukan kekerasan kepada Tamara Tyasmara. Ia merasa tidak pernah mengancam dengan kekerasan, tapi berdalih dirinya khilaf. "" Yudha juga membantah pernyataan Tamara soal tak mau berenang di kolam renang Palem. Dikatakan saksi pas lihat kolam tidak setuju kolam itu kotor, dia bilang lumayan bagus karena banyak anak kecil,"" katanya. "" Saya bilang anaknnya pingsan setelah berenang. Saya tidak bilang Dante terpeleset, saya bilang Dante latihan pernapasan,"" kata Yudha Arfandi. "" Selain itu, ia merasa ingin selalu putus dengan Tamara. "" Selain Tamara, Angger Dimas juga turut memberikan kesaksian. Hingga kini sidang dari saksi-saksi itu masih berlanjut di Pengadilan Negeri Jakarta Timur.",0.530092
"Naura Ayu Akui Malu, Ungkap Perasaan Usai Jatuh di Runway","Penyanyi dan aktris Naura Ayu menceritakan kondisinya usai jatuh di runway JF3. Naura Ayu mendapat tepuk tangan karena melihat mentalnya yang kuat dan langsung bangkit setelah jatuh sambil menenteng high heels yang dipakai. Kakiku baik-baik saja menurutku, tapi aku malu banget pastinya karena dari kecil perihal di atas panggung aku tuh perfeksionis banget,"" ungkap Naura Ayu di akun Instagram Stories pribadinya dilihat, Senin 29 Juli 2024. "" Ini bukan kegagalan ku yang pertama di panggung, tapi semoga ini yang terakhir,"" harapnya. Itu yang mereka bilang padaku,"" tuturnya. Naura Ayu merasa bangga bisa ikut andil dalam pagelaran tersebut. Meski setelah kejadian jatuh di runway, Naura Ayu belum berani melihat video-videonya di media sosial. "" Aku rasa tidak ada orang yang salah dalam situasi ini, terima kasih banyak,"" ucap Naura Ayu. Penyanyi dan aktris berusia 19 tahun itu apik membawakan busana berwarna merah yang dipadu dengan high heels berwarna hitam. Namun, tak disangka kaki kanan Naura tidak imbang dan membuatnya jatuh duduk saat sudah di putaran terakhir. Kamera sudah pasti banyak yang menyorot dalam peragaan busana tersebut.",0.094396934
"Usai Dinikahi Thariq Halilintar, Aaliyah Massaid Klarifikasi Rumor Hamil Duluan","Aaliyah Massaid dan Thariq Halilintar sudah resmi menikah. Meski begitu, ada saja rumor miring mengenai pernikahan keduanya yang disebut serba cepat itu. Salah satu rumor yang beredar adalah Aaliyah Massaid dituding hamil duluan sehingga pernikahan itu digelar dengan cepat. Tapi rumor itu langsung ditepis suami istri ini. Sudah selesai, tapi baru selesai,"" jawab Aaliyah Massaid. "" Pernikahan itu digelar di Hotel Raffles, Jakarta Selatan. Selain itu, Ketua MPR RI Bambang Soesatyo juga menjadi saksi dalam acara tersebut. Dalam ijab kabul yang digelar pagi hari itu, Thariq meminang Aaliyah dengan maskawin uang tunai sebesar Rp26.072.024, yang melambangkan tanggal pernikahan mereka pada 26 Juli 2024.",0.73851997
"Tepuk Tangan! Naura Ayu Jatuh di Runway, Bangun Langsung Pose Tenteng High Heels","Model di runway mempunyai tanggung jawab menampilkan busana yang dipakainya dengan memukau sebagai hasil karya desainernya. Naura Ayu jadi sorotan karena mengalami insiden jatuh di runway saat perhelatan Jakarta Fashion Food Festival (JF3). Naura Ayu semula terlihat lancar berjalan di runway mengenakan busana berwarna merah menyala karya desainer Ernesto Abram. Namun, tak disangka kaki kanan Naura tidak imbang dan membuatnya jatuh duduk saat sudah di putaran terakhir. Naura Ayu yang jatuh sempat menutup mulutnya dengan tangan sebagai reaksi kaget. Namun, dengan sigap Naura Ayu berdiri dan langsung melepas dua high heels-nya. detikcom sudah mengirim pesan singkat kepada Naura Ayu untuk meminta izin mengutip ucapannya dalam video tersebut. "" BTW gue jatuh di panggung JF3, aku malu sih cuma. I am good guys, I think lebih ke kaget sih. Cuma kamu menyelesaikannya dengan gila keren banget. Kalau mentalnya nggak siap pasti nangis tuh,"" ucap Nola B3 diiringi dengan tawa dan senyuman Naura Ayu.",0.22258759
Kata Cinta Kuya dan Logan Huck Ketika Dinyinyir Netizen,"Cinta Kuya mengajak pacar bule, Logan Huck, liburan ke Indonesia. Cinta dan Logan huck terlihat liburan di Bali dari foto-foto yang diunggah oleh putri Uya Kuya itu. Bedalah ya,"" kata Cinta Kuya di studio Rumpi: No Secret, Jalan Kapten P Tendean, Jakarta Selatan, kemarin. Aku bekerja itu hanya untuk mencari tambahan saja, karena aku juga lagi kuliah jurusan accounting,"" ucap Logan Huck. Bekerja paruh waktu di restoran juga dilakukan Cinta Kuya. Cinta Kuya bahkan untuk mendapat uang tambahan mau mengumpulkan botol-botol bekas. "" Aku pernah istilahnya ada orang Indonesia yang mau aku setirin di sana, ya aku setirin. Melihat nyinyiran netizen, Logan Huck merasa orang-orang itu memang tidak mengenal dirinya. Alhasil dia menganggap itu hanya sesuatu yang mereka pandang sebagai sesuatu yang lucu. "" Aku membaca seluruh komentar di social media. Aku pikir it's funny dan aku nggak peduli dengan komentar mereka. Logan mengaku terkejut saat tahu Cinta, termasuk keluarga selebritas di Indonesia. """,0.13009232
"Duma Riris Hamil Anak Ketiga, Judika: Dia Sering Ketawa dan Kayak Pelawak","Pasangan artis Judika dan Duma Riris tengah berbahagia. Judika menceritakan terkait kehamilan tersebut. Pelantun Cinta Karena Cinta itu merasa mendapat anugerah dari Tuhan. "" Iya sebenarnya ini anugerah, karena kita tadinya pengin dua. Waktu itu penginnya sudah dapat dua, cowok dan cewek. Tapi tiba-tiba dia bilang lagi dapat anugerah lagi satu. Judika menjelaskan alasan baru-baru ini mempublikasikan berita bahagia tersebut. "" Ini bonus,"" tuturnya Judika menyebut Duma Riris akan melahirkan pada November mendatang. Ia selalu berpikiran positif terkait apa pun. "" Aku sangat perhatian sama kesehatan, tiap jadwal kita pergi konsultasi, terus kata dokternya aman, nggak kenapa-kenapa, happy,"" ujarnya. Mereka disebut sangat ingin melihat adiknya segera lahir. "" Pada pegangin perutnya, terus aku nggak boleh sama mamanya, ya sudah aku nikmatin.",0.5851655
"Tak Diundang Susan Sameh Menikah, Billy Syahputra Tetap Mau Kasih Kado","Mantan pacarnya, Billy Syahputra, ditanya mengenai momen tersebut. Adik Olga Syahputra itu mengaku mengetahui Susan Sameh menikah dari media sosial. Ia turut berbahagia untuk mantan pacarnya. "" Doain yang terbaik semoga menjadi keluarga yang samawa,"" ujarnya saat ditemui di kawasan Senayan, Jakarta Pusat, kemarin. Namun ia tetap berniat untuk memberi kado. "" Kalaupun diundang, bentrok juga sama acara pembukaan tempat makan gue,"" tuturnya. "" Dalam kesempatan yang sama, Billy Syahputra bicara perkembangan bisnis yang ditekuni. Kalau bisnis kuliner ini masih baru, masih banyak belajar. Partner gue untungnya paham usaha kuliner, jadi mudah-mudahan apa yang gue jalani lancar, berkah buat semua,"" katanya. Sejauh ini enjoy, asyik-asyik saja, menikmati. Gue kalau bisa tetap di entertainment, gue terus kerja.",0.6347661
Ibu Gen Sedih Ingat Keluarga Tak Hadiri Pernikahan Atta-Aurel Hermansyah,"Lenggogeni Faruk menjawab tudingan netizen yang menganggap Gen Halilintar pilih kasih dengan Atta Halilintar dan Thariq. Perempuan yang akrab disapa Ibu Gen itu mengatakan semua itu adalah rencana Tuhan yang tak bisa mereka ubah. Meski dirinya sangat ingin datang ke pernikahan Atta Halilintar dan Aurel Hermansyah pada 2021. "" Kita bisa berencana manusia, tapi kan Allah yang punya kuasa, menentukan. Saat itu Gen Halilintar sedang berada di luar negeri dan terjebak lockdown karena COVID-19. Anak sulung, pertama kali menikah dari semua anak-anak. Menjelang hari pernikahan Atta Halilintar dan Aurel Hermansyah, Lenggogeni menceritakan dirinya terus menghubungi mereka. Sehari sebelum nikah itu, aku nangis, kita nangis-nangisan,"" kenang Geni Faruk. Kita nangis dari jauh karena itu anak pertama umi. Umi pengin langsung datang,"" tukas Lenggogeni.",0.46435583
"Virgoun Disebut Sudah Bebas, Langsung Mau Ketemu Anak","Musisi Virgoun dikabarkan sudah keluar dariRSKO (Rumah Sakit Ketergantungan Obat) setelah sebelumnya diharuskan menjalani rehabilitasi atas kasus narkoba. Keluarnya vokalis Last Child dari RSKO diungkapkan oleh mantan istrinya, Inara Rusli. Ia menyebut kalau Virgoun berencana bertemu dengan anak-anaknya di kawasan Bintaro, Tangerang Selatan. "" Masih bolak-balik, iya (rawat jalan),"" tutur Inara Rusli. Aku juga sampai hari ini nggak tahu dia tinggal di mana,"" ujar Inara Rusli. Hal itu karena ada beberapa syarat yang harus dipenuhi. """,0.93533874
